filename,total_characters,們_count,們_freq_per_10k,偉_count,偉_freq_per_10k,弭_count,弭_freq_per_10k,彌_count,彌_freq_per_10k,懣_count,懣_freq_per_10k,每_count,每_freq_per_10k,滿_count,滿_freq_per_10k,瞞_count,瞞_freq_per_10k,輩_count,輩_freq_per_10k,門_count,門_freq_per_10k
traditional_KR5b0272_000.txt,9952,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,4.019292604501608,1,1.004823151125402,0,0.0,0,0.0,3,3.014469453376206
traditional_KR5a0236_000.txt,3190,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
traditional_KR5c0310_000.txt,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
traditional_KR5c0310_001.txt,7655,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,8,10.450685826257349,0,0.0,0,0.0,0,0.0,1,1.3063357282821686
traditional_KR5c0310_002.txt,3304,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,3.026634382566586,0,0.0,0,0.0,0,0.0,0,0.0
traditional_KR5d0027_000.txt,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
traditional_KR5d0027_001.txt,4633,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.158428663932657,0,0.0,0,0.0,1,2.158428663932657
traditional_KR5d0027_002.txt,4504,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.2202486678507993,0,0.0,0,0.0,1,2.2202486678507993
traditional_KR5d0027_003.txt,3031,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,6.598482349059716
traditional_KR5a0158_000.txt,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
traditional_KR5a0158_001.txt,5236,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
traditional_KR5a0158_002.txt,4375,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.2857142857142856,0,0.0,0,0.0,0,0.0
traditional_KR5a0158_003.txt,7143,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
traditional_KR5h0011_000.txt,2699,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,7.410151908114116,0,0.0,0,0.0
traditional_KR5a0094_000.txt,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
traditional_KR5a0094_001.txt,10238,0,0.0,0,0.0,0,0.0,1,0.9767532721234615,0,0.0,1,0.9767532721234615,1,0.9767532721234615,0,0.0,1,0.9767532721234615,1,0.9767532721234615
traditional_KR5a0094_002.txt,15707,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.6366588145412873,0,0.0,0,0.0,0,0.0,8,5.093270516330298
traditional_KR5a0094_003.txt,7444,0,0.0,0,0.0,0,0.0,1,1.3433637829124128,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,12,16.12036539494895
traditional_KR5a0094_004.txt,10186,0,0.0,0,0.0,0,0.0,1,0.9817396426467702,0,0.0,1,0.9817396426467702,0,0.0,0,0.0,0,0.0,9,8.835656783820932
traditional_KR5a0094_005.txt,5005,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.998001998001998,0,0.0,0,0.0,0,0.0,2,3.996003996003996
traditional_KR5c0002_000.txt,875,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
traditional_KR6v0088_001.txt,12750,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,2.3529411764705883,5,3.9215686274509802
traditional_KR6v0088_002.txt,10362,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.9650646593321752,3,2.8951939779965254
traditional_KR6v0088_003.txt,6305,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.5860428231562254,0,0.0,0,0.0,0,0.0
traditional_KR6v0088_004.txt,16225,0,0.0,1,0.6163328197226502,0,0.0,0,0.0,0,0.0,2,1.2326656394453004,2,1.2326656394453004,0,0.0,3,1.8489984591679507,4,2.4653312788906008
traditional_KR6v0088_005.txt,16064,0,0.0,0,0.0,0,0.0,1,0.6225099601593626,0,0.0,0,0.0,1,0.6225099601593626,0,0.0,1,0.6225099601593626,4,2.49003984063745
traditional_KR6v0088_006.txt,11042,0,0.0,1,0.9056330374932078,0,0.0,0,0.0,0,0.0,0,0.0,1,0.9056330374932078,0,0.0,2,1.8112660749864156,4,3.622532149972831
traditional_KR6v0088_007.txt,8100,0,0.0,0,0.0,0,0.0,3,3.7037037037037037,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.2345679012345678
traditional_KR6v0088_008.txt,8018,0,0.0,0,0.0,1,1.2471938139186831,2,2.4943876278373662,0,0.0,0,0.0,0,0.0,0,0.0,1,1.2471938139186831,1,1.2471938139186831
traditional_KR5c0296_000.txt,2256,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
traditional_KR5c0276_000.txt,6017,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.6619577862722288,0,0.0,0,0.0,5,8.309788931361144
traditional_KR5c0351_000.txt,320,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
traditional_KR5c0351_001.txt,6073,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.6466326362588508
traditional_KR5c0351_002.txt,7428,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,2.6925148088314486,0,0.0,0,0.0,1,1.3462574044157243
traditional_KR5c0087_000.txt,206,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
traditional_KR5c0087_001.txt,8819,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,3.401746229731262,0,0.0,0,0.0,4,4.535661639641683
traditional_KR5c0087_002.txt,9232,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.0831889081455806,0,0.0,0,0.0,1,1.0831889081455806
traditional_KR5c0087_003.txt,13592,0,0.0,0,0.0,0,0.0,6,4.414361389052384,0,0.0,1,0.7357268981753973,2,1.4714537963507945,0,0.0,0,0.0,2,1.4714537963507945
traditional_KR5b0323_000.txt,4150,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,2.4096385542168672,0,0.0,0,0.0,0,0.0
traditional_KR5c0295_000.txt,6088,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.6425755584756898
traditional_KR5g0091_000.txt,2028,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
traditional_KR5b0217_000.txt,7205,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,4.163775156141568
traditional_KR5b0212_000.txt,5064,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,3.949447077409163
